,,,
CLAVE,CONCEPTO,UNIDAD,CANTIDAD
UEC.ED.18.105.1015,"Concreto fabricado en obra f´c = 200 kg/cm2, tma = 19 mm (3/4""), RN, en castillos, dalas, cerramientos, cadenas y repizones. Incluye: dosificación de agregados, mezclado, vaciado y curado.",m3,1.91
A0402,MUROS,,
UEC.ED.18.115.1010,"Junta constructiva, a base de placa de poliestireno de alta densidad de 2"" de espesor, incluye: trazo, limpieza de la superficie.",m2,3.08
UEC.ED.30.150.1040,"Muro de 15 cm de espesor, construido con block concreto hueco de 15 x 20 x 40 cm, asentado con mortero cemento-arena proporción 1:4, con junta de 1 cm, refuerzo de escalerilla a cada 3 hiladas y castillos ahogados de concreto f´c = 200 kg/cm2, armado con 1 varilla de acero No. 3, colocado a cada 0.61 m, hasta 3.50 m de altura. Incluye: trazo, nivelación, plomeado, andamiaje y limpieza.",m2,27.78
A0403,CERCADOS,,
UEC.OE.18.105.1015,"Sistema reja de acero a base de paneles hechos con varillas calibre 6, acabado estándar, sujeta a postes de 2 1/4"" x 2 1/4"" calibre 16. Incluye: tapa de polietileno, abrazaderas, kit de base, elementos de fijación, nivelación, plomeo de elementos, recortes y andamiaje.",m2,15.00
UEC.ED.86.135.1010,"Reja tubular de 1.80 m de altura, a base de tubo de acero de 76 mm (3"") de diámetro cédula 30, ahogado 25 cm dando un total de tubo de 2.05 m, con corte a 45°en remate, tapa para remate con lamina negra calibre 13, con separación entre cada tubo de 15 cm a centros, ángulo de 1/8""x1"" de 5 cm de longitud, soldado a cada costado del tubo ahogado, una mano de primer anticorrosivo y dos manos de pintura de esmalte primera calidad. Incluye: nivelación y plomeo, presentación, ajustes, recortes, soldadura.",m,8.40
A05,ACABADOS,,
A0501,ACABADOS DE MURO,,
UEC.ED.78.150.1020,"Pintura en muros, columnas y castillos tipo 100% acrílica primera calidad, considerando dos manos de pintura y una mano de sellador acrílico 5x1, hasta 3.50 m de altura. Incluye: andamiaje, preparación de la superficie.",m2,90.02
A0502,LIMPIEZAS,,
UEC.ED.100.115.1055,"Limpieza general al termino de la obra, incluye: retiros de materiales sobrantes en lugar especificado por la supervisión, equipo y herramienta.",m2,15.93
"NOTA: Los códigos identificados de manera diferente a los del Tabulador UEC, corresponden a conceptos de equipamientos o acabados que presentan variabilidad en sus modelos de manera constante, por lo que se consideran atípicos y no forman parte del mismo.",,,
