,,,
CLAVE,CONCEPTO,UNIDAD,CANTIDAD
A10,INSTALACIÓN DE VOZ Y DATOS,,
A1001,CANALIZACIONES,,
UEC.ED.43.110.1115,"Tubo poliducto corrugado extra resistente de 19 mm diámetro comercial, 21 mm SEDE, a cualquier altura. Incluye: trazo, dimensionamiento, cortes, limpieza y guía de alambre recuperable.",m,10.00
UEC.ED.43.110.1120,"Tubo poliducto corrugado extra resistente de 25 mm diámetro comercial, 27 mm SEDE, a cualquier altura. Incluye: trazo, dimensionamiento, cortes, limpieza y guía de alambre recuperable.",m,10.00
A1002,CABLEADO Y ACCESORIOS,,
UEC.ED.43.175.1070,"Caja de conexiones eléctricas, tipo chalupa de PVC de 10 x 5 cm, para tubería de 13 mm y 19 mm, a cualquier altura. Incluye: presentación, colocación, fijación y conexión a tubería.",Pieza,3.00
AU2EE.62.UED.1001,"Cable HDMI de alta velocidad, 1080 p, conectores macho - macho, color negro, 15.24 metros (50 pies) de longitud, marca TRIPP LITE, modelo P568-050 o similar en calidad, costo y garantía. Incluye: Conexión, instalación, identificación, puesta a punto y revisión de correcto desempeño.",Pieza,1.00
AU2EE.62.UED.1002,"Placa de pared HDMI de paso directo para envío/recepción (H/H), marca TRIPP LITE, modelo P166-001-P o similar en calidad, costo y garantía. Incluye: Conexión, instalación, identificación, puesta a punto y revisión de correcto desempeño.",Pieza,2.00
UEC.ED.43.175.1170,"Tapa para caja de PVC de 10 x 5 cm (rectangular), a cualquier altura. Incluye: presentación, alineación y fijación a caja.",Pieza,3.00
B,OBRA EXTERIOR,,
B01,CONSTRUCTIVO,,
B0101,GUARNICIONES Y BANQUETAS,,
UEC.UB.10.105.1005,"Banqueta de 10 cm de espesor, elaborada a base de concreto fabricado en obra f'c= 200 kg/cm2, tma 19 mm (3/4""), armada con malla electrosoldada 6x6-10/10, forjado de nariz por el frente y corte con disco de diamante a cada 3.00 m acabado de acuerdo a especificaciones de proyecto, incluye: cimbra metálica en fronteras, cortes, dobleces, colado, vibrado, curado, retiro de cimbra y limpieza. (N-CTR-CAR-1-02-010-00 / 03.01.02.026 y 027)",m2,14.60
UEC.ED.18.115.1015,"Sistema de calafateo de juntas de 5 mm de ancho y 8 mm de profundidad a base de sellador de poliuretano de la línea SIKA ""SIKAFLEX AT"" en color gris o similar en calidad, costo y garantía. incluye: preparación y limpieza de la superficie.",m,6.30
UEC.UB.10.110.1025,"Guarnición de 14x40 cm elaborada a base de concreto fabricado en obra f'c= 200 kg/cm2, tma 19 mm (3/4""), armada con 4 varillas de 3/8"" y estribos de alambrón de 1/4"" a cada 20 cm, incluye: habilitado, cortes, empalmes y amarrado con alambre de acero, dobleces, ganchos, anclajes, trazo, preparación de la superficie, alineado, cimbra metálica, colado, vibrado, curado, retiro de cimbra y limpieza.",m,9.92
"NOTA: Los códigos identificados de manera diferente a los del Tabulador UEC, corresponden a conceptos de equipamientos o acabados que presentan variabilidad en sus modelos de manera constante, por lo que se consideran atípicos y no forman parte del mismo.",,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
